Taxon_Lineage_with_Names	Taxon_Lineage_with_IDs	121818-SC-Day1	121818-SC-Day2	121818-SC-Day3	SCV2-Week1-Mouse10	SCV2-Week1-Mouse11	SCV2-Week1-Mouse12	SCV2-Week1-Mouse13	SCV2-Week1-Mouse14	SCV2-Week1-Mouse16	SCV2-Week1-Mouse17	SCV2-Week1-Mouse18	SCV2-Week1-Mouse19	SCV2-Week1-Mouse1	SCV2-Week1-Mouse20	SCV2-Week1-Mouse2	SCV2-Week1-Mouse3	SCV2-Week1-Mouse4	SCV2-Week1-Mouse5	SCV2-Week1-Mouse6	SCV2-Week1-Mouse7	SCV2-Week1-Mouse8	SCV2-Week1-Mouse9	SCV2-Week3-Mouse10	SCV2-Week3-Mouse11	SCV2-Week3-Mouse12	SCV2-Week3-Mouse13	SCV2-Week3-Mouse14	SCV2-Week3-Mouse15	SCV2-Week3-Mouse16	SCV2-Week3-Mouse17	SCV2-Week3-Mouse18	SCV2-Week3-Mouse19	SCV2-Week3-Mouse1	SCV2-Week3-Mouse20	SCV2-Week3-Mouse2	SCV2-Week3-Mouse3	SCV2-Week3-Mouse4	SCV2-Week3-Mouse5	SCV2-Week3-Mouse6	SCV2-Week3-Mouse7	SCV2-Week3-Mouse8	SCV2-Week3-Mouse9	SCV2-Week4-Mouse10	SCV2-Week4-Mouse11	SCV2-Week4-Mouse12	SCV2-Week4-Mouse14	SCV2-Week4-Mouse15	SCV2-Week4-Mouse16	SCV2-Week4-Mouse17	SCV2-Week4-Mouse18	SCV2-Week4-Mouse19	SCV2-Week4-Mouse1	SCV2-Week4-Mouse20	SCV2-Week4-Mouse2	SCV2-Week4-Mouse3	SCV2-Week4-Mouse4	SCV2-Week4-Mouse5	SCV2-Week4-Mouse6	SCV2-Week4-Mouse7	SCV2-Week4-Mouse8	SCV2-Week4-Mouse9	SCV2-Week5-Mouse10	SCV2-Week5-Mouse11	SCV2-Week5-Mouse12	SCV2-Week5-Mouse13	SCV2-Week5-Mouse14	SCV2-Week5-Mouse15	SCV2-Week5-Mouse16	SCV2-Week5-Mouse17	SCV2-Week5-Mouse18	SCV2-Week5-Mouse19	SCV2-Week5-Mouse1	SCV2-Week5-Mouse20	SCV2-Week5-Mouse2	SCV2-Week5-Mouse3	SCV2-Week5-Mouse4	SCV2-Week5-Mouse5	SCV2-Week5-Mouse6	SCV2-Week5-Mouse7	SCV2-Week5-Mouse8	SCV2-Week5-Mouse9	SCV2-Week6-Mouse10	SCV2-Week6-Mouse11	SCV2-Week6-Mouse12	SCV2-Week6-Mouse14	SCV2-Week6-Mouse15	SCV2-Week6-Mouse16	SCV2-Week6-Mouse17	SCV2-Week6-Mouse18	SCV2-Week6-Mouse19	SCV2-Week6-Mouse1	SCV2-Week6-Mouse20	SCV2-Week6-Mouse2	SCV2-Week6-Mouse3	SCV2-Week6-Mouse4	SCV2-Week6-Mouse5	SCV2-Week6-Mouse6	SCV2-Week6-Mouse7	SCV2-Week6-Mouse8	SCV2-Week6-Mouse9	SCV2-Week7-Mouse10	SCV2-Week7-Mouse11	SCV2-Week7-Mouse12	SCV2-Week7-Mouse13	SCV2-Week7-Mouse14	SCV2-Week7-Mouse15	SCV2-Week7-Mouse16	SCV2-Week7-Mouse17	SCV2-Week7-Mouse18	SCV2-Week7-Mouse19	SCV2-Week7-Mouse1	SCV2-Week7-Mouse20	SCV2-Week7-Mouse2	SCV2-Week7-Mouse3	SCV2-Week7-Mouse4	SCV2-Week7-Mouse5	SCV2-Week7-Mouse6	SCV2-Week7-Mouse7	SCV2-Week7-Mouse8	SCV2-Week7-Mouse9	SCV2-Week8-Mouse10-Cecum	SCV2-Week8-Mouse10	SCV2-Week8-Mouse10-Small-Intestine	SCV2-Week8-Mouse11-Cecum	SCV2-Week8-Mouse11	SCV2-Week8-Mouse11-Small-Intestine	SCV2-Week8-Mouse12-Cecum	SCV2-Week8-Mouse12	SCV2-Week8-Mouse12-Small-Intestine	SCV2-Week8-Mouse13-Cecum	SCV2-Week8-Mouse13	SCV2-Week8-Mouse13-Small-Intestine	SCV2-Week8-Mouse14-Cecum	SCV2-Week8-Mouse14	SCV2-Week8-Mouse14-Small-Intestine	SCV2-Week8-Mouse15-Cecum	SCV2-Week8-Mouse15	SCV2-Week8-Mouse15-Small-Intestine	SCV2-Week8-Mouse16-Cecum	SCV2-Week8-Mouse16	SCV2-Week8-Mouse16-Small-Intestine	SCV2-Week8-Mouse17-Cecum	SCV2-Week8-Mouse17	SCV2-Week8-Mouse17-Small-Intestine	SCV2-Week8-Mouse18-Cecum	SCV2-Week8-Mouse18	SCV2-Week8-Mouse18-Small-Intestine	SCV2-Week8-Mouse19-Cecum	SCV2-Week8-Mouse19	SCV2-Week8-Mouse1-Cecum	SCV2-Week8-Mouse1	SCV2-Week8-Mouse1-Small-Intestine	SCV2-Week8-Mouse20-Cecum	SCV2-Week8-Mouse20	SCV2-Week8-Mouse2-Cecum	SCV2-Week8-Mouse2	SCV2-Week8-Mouse2-Small-Intestine	SCV2-Week8-Mouse3-Cecum	SCV2-Week8-Mouse3	SCV2-Week8-Mouse3-Small-Intestine	SCV2-Week8-Mouse4-Cecum	SCV2-Week8-Mouse4	SCV2-Week8-Mouse4-Small-Intestine	SCV2-Week8-Mouse5-Cecum	SCV2-Week8-Mouse5	SCV2-Week8-Mouse5-Small-Intestine	SCV2-Week8-Mouse6-Cecum	SCV2-Week8-Mouse6	SCV2-Week8-Mouse6-Small-Intestine	SCV2-Week8-Mouse7-Cecum	SCV2-Week8-Mouse7	SCV2-Week8-Mouse7-Small-Intestine	SCV2-Week8-Mouse8-Cecum	SCV2-Week8-Mouse8	SCV2-Week8-Mouse8-Small-Intestine	SCV2-Week8-Mouse9-Cecum	SCV2-Week8-Mouse9-Small-Intestine	SCV2-Week8-MouseSI19	SCV2-Week8-MouseSI20	SCV2-Week8-Mouse9
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00005|species_vOTU-015480	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000143|species_4150889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000386280450009497	0.000686509153190039	0	0	0	0	0.000252427497970684	0	0	0	0	0	0.00036618429360034	0	0	0	0	0	0	0	0	0.000531339834448574	0.000517085409332947	0.000382163069519992	0	0	0.000527058553401567	0	0.000386314624170688	0	0.00027142145918088	0.000353783667709516	0	0.000901303936682874	0.000719139056477999	0	0	0.000348660192389767	0	0	0	0	0.000486872262235701	0	0	0	0	0	0	0	0	0	0	0.000628756568876597	0	0	0	0	0	0	0	0	0.000482771137046318	0	0	0.000449863306878951	0.000493367155552289	0	0	0	0	0	0.000556345817753703	0.000346650245764419	0	0	0	0	0	0	0	0	0.000772787085251277	0.000639821014754406	0.000828862113278212	0.000674360347424922	0	0.000692702000488634	0	0	0	0	0.000348714348422373	0.000233798153075565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000717975920617986	0	0	0.000466262897399782	0.000972133074031394	0	0.000619236608574653	0	0	0	0.000981351577111359	0	0	0	0	0.000680377930394329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252532592819766	0	0	0.000490575406474602	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00008|genus_vGENUS-01081|species_vOTU-009565	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000169|genus_4001444|species_4151579	0.000102063081300675	0	9.88877169733191e-05	0.000391279162879488	0	0	0	0	0	0	0	0	0.000438659775739781	0	0.000856058684995048	0	0	0	0.000346085262815686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Sangervirae|phylum_Phixviricota|class_Malgrandaviricetes|order_Petitvirales|family_vFAM-00002|genus_vGENUS-18638|species_vOTU-169007	root_1|superkingdom_10239|kingdom_4000020|phylum_4000021|class_4000022|order_4000023|family_4000164|genus_4070630|species_4151766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000521799328387801	0	0	0	0	0	0	0.000230712727563917	0	0	0	0.000355043614721409	0	0.000332217467217376	0	0	0	0.000272381955657585	0	0	0.000636403057065545	0.000627818130580263	0	0	0.000607064781429397	0.000899316692517359	0	0	0	0	0	0.000362934724146113	0.00097256349691263	0.000490282030422398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000354798420335542	0.000348739996756399	0	0	0	0	0	0	0	0	0.000383126376803098	0.000395909121529642	0.000314558423327622	0	0	0	0	0.00020958754558111	0	0	0.000880983560186446	0	0	0.000300978848875263	0	0	0	0	0	0	0.000648999293841927	0.000714902199476996	0.000426314732335553	0.000448044975966686	0.000634113003996652	0.000337289045027282	0	0	0	0	0.000693374763920769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000590011640343247	0	0	0.000344118661837131	0.00118751029990548	0	0.000596111375452013	0	0	0	0.000832432206343439	0	0	0	0	0.000639374880920403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000316268397052789	0	0	0.000988783891826168	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00004|genus_vGENUS-17506|species_vOTU-044994	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000192|genus_4152150|species_4152151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000368069204341526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000347320202620245	0	0	0	0	0	0.000262714700271136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00134|genus_vGENUS-00880|species_vOTU-007476	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000415|genus_4004413|species_4152700	0	0	0	0	0	0.000339533722846678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003984150208261	0.000990337618876607	0.000438360483458802	0	0.000664259859963467	0	0.000455177642485212	0	0.000579953017056812	0	0	0	0.000598234242338095	0.000281559856355858	0.000327233121655732	0	0	0	0.000292928112782441	0.000413149214219657	0	0.000926894276362098	0.000773922466029605	0.000513179947879811	0	0	0.00106005561864245	0.000813444722184405	0.000705581335394114	0.000569956935197108	0.000494845599303622	0	0.000480466966480304	0.0020033971246484	0.000428333896631106	0	0	0.000524542624481816	0	0.00104918027872653	0	0.000988707326510992	0.000717185968922186	0	0	0	0	0	0	0	0	0	0	0.0013913635008664	0	0	0	0	0	0.000400563254208781	0	0	0.000917090446519424	0	0.00173920234580882	0.000998617503660222	0	0	0	0	0.000444953447420746	0	0.000726969473995991	0.00104437991727027	0	0.000549423057462072	0.000526078154623386	0	0	0.000700566135911108	0.000573187652410698	0	0.00151654252616248	0.0016807606876158	0.00175818906897335	0.00160259618496455	0.000979124803137906	0.00136081718427511	0	0	0	0	0.000617388488422603	0.000700430005450777	0	0	0	0.000441072191042191	0	0	0	0	0	0.00110508125015694	0	0	0.00100215120080555	0	0.000935165664324016	0.000907120180294043	0	0	0.000776406497704882	0	0.00175252836101321	0.00324751577230624	0	0.000593782562924956	0.00223868543165482	0	0.00144069970388109	0	0	0	0.0016826356037136	0	0	0	0	0.00220581434742622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000899583815817958	0	0	0.00119302234713763	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00060|genus_vGENUS-17577|species_vOTU-005282	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000358|genus_4153134|species_4153135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000430392055514886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-01517|species_vOTU-000396	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4010758|species_4153350	0	0	0.00222358580318889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-00699|species_vOTU-071428	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4001483|species_4153914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000208670796693898	0.000158777703260123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121889916696293	0	0	0.000253781745840714	0	0	0	0	0	8.8146540456182e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00066|genus_vGENUS-19248|species_vOTU-015150	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000179|genus_4090139|species_4154195	0	0	0	0.00125256166806299	0.00122485920649276	0.00118528221204333	0.00103706777247356	0.00151754823570275	0.00164038430324571	0.00130149213339353	0.00589453129963602	0.00116338591356901	0.000944166513905874	0.00213329269881639	0	0	0	0.000722698802753277	0.0027917389640872	0.00214888059411617	0.00132969808829127	0.00130555570758115	0.0013625142501284	0.00183581060206367	0.00159244491967519	0.00259801196456526	0.00228300402720391	0.00313256389040247	0.00256239384547103	0.00136678990301612	0.00253380542918506	0.00204841509401334	0.00209412679722738	0.00273938594982294	0.0022044700723865	0.0010971709094312	0.00160196565965586	0.00197366641164384	0.00196134050596668	0.00191566263063459	0.00252292503284487	0.00147555957281196	0.00234018204650875	0.00296906105811671	0.00160225311039633	0.00220371786785624	0.00138896086612979	0.00211895050558632	0.00196191773832441	0.00625701677202362	0.0035836421132436	0.0013841650308706	0.0021146919194261	0.00156347610863168	0.00186805934340731	0.00181481762056006	0.00167281523516404	0.00108258158252012	0.0021842763453652	0.00203082476428065	0.0023424345832772	0.00266623486639213	0.00368066911071987	0.0019054705640522	0.00733308569135497	0.00478984105628109	0.00425822175866349	0.00786507527134194	0.00253022955656815	0.00346861935307157	0.00523005569657896	0.00366372401568646	0.0600131427499892	0.00232265353376603	0.00624074730511947	0.00319257788292391	0.00490874192613712	0.00356826384190295	0.00466024996345892	0.00312224545806828	0.00419124893994962	0.00726919904558338	0.0302191670689722	0.00187746765837123	0.00275228531734269	0.0126804906021758	0.00271891841117915	0.00501792469635933	0.00397117770026413	0.00391958900132305	0.00337130628657326	0.00299233079479925	0.00255456693310169	0.00497327316746156	0.00356989747357001	0.00294379487155495	0.00327207149086236	0.00511378056849033	0.00136626632762448	0.00161129296007615	0.00335170373959103	0.008718602193507	0.00236782532562786	0.00206805073298066	0.00323100920233377	0.00314920957971804	0.00386003924658457	0.00599033106823833	0.00372565166266351	0.00442696270296245	0.00346258867328666	0.00540346030211598	0.0056560947495058	0.00476716359179495	0.00608351698889641	0	0.00343527381235681	0.00389115708718026	0.00156445851355313	0.00342337744186249	0.0052795511612429	0.00385553406281856	0	0.00294963878232175	0.007316608000796	0	0.00208732274511816	0.00159930439451794	0	0.00169434481658612	0.00235583549148439	0	0.00242674074481398	0.00236389547215244	0	0.00151375588603801	0.00191009885573694	0	0.00429966060090221	0.00393031207301621	0	0.0052489028094218	0.00529330415720833	0	0.00532280545943932	0.00657588503277787	0	0.015123156710654	0.00485499999702073	0.00588834179277944	0.00392337069515841	0	0.00731968837746524	0.00467115663227953	0.00367940733611451	0.00311867943605447	0	0.00692597050885146	0.00669241277840918	0	0.00718481364468686	0.00365638002242894	0	0	0.00399870261279731	0	0.00481124599773804	0.00726797737998562	0	0.00330396148234062	0.00418783585840178	0	0	0.00340698936936053	0	0.00271993595359757	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00028|genus_vGENUS-02831|species_vOTU-006667	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000200|genus_4007998|species_4154791	0.0580378013154574	0.0327615222652734	0.0442352458038082	0	0	0.00112858462593133	0.0010586039892759	0	0.00158794336080953	0.00192324109854244	0	0.0025956537298307	0.00141093671431088	0.00276456632936991	0.00154300020196649	0	0.00136018575064742	0.000760549138100714	0.00294030507411373	0.00146487056330217	0.000710224495230375	0	0	0	0	0.00541502888937107	0.00159643731137457	0	0.00244467648815565	0	0.001680890591085	0	0.00269507237017702	0.000992755726720319	0	0	0	0.00146572341797723	0.000980128125519509	0	0.00127374085335487	0	0.00144777988890295	0	0	0.000714641466930369	0.000535598388544057	0.00178837014089396	0.00236811610596362	0	0.00117727658411001	0.00268547000759699	0.00172716648112605	0.00158041585089461	0	0.00152214302856094	0.00186807106849621	0.00147999187883732	0.00128945224132527	0.00491491849415198	0.000963950802109389	0	0.00121346992630087	0.00147463482177139	0	0	0.000564343362554723	0	0	0	0	0.000962150142663093	0	0.000234639206296226	0	0	0	0.00142022690570597	0	0.00190653472638544	0.00085024597496211	0	0	0.000185058113634766	0.000431142038153754	0	0.00361720843963579	0.00249388595107612	0.00196255137662561	0.00201123213685097	0	0	0.000656511546834879	0	0.00134834619851256	0.000827347288328875	0.00206691296924952	0	0	0.0116817071296686	0	0	0	0.00040440905330744	0.000110693632739691	0	0.00164048757169491	0	0.00197753154701012	0.00265662656001231	0.00232153610278248	0.002554633574914	0	0.000521081205899634	0.000997688510013722	0	0.00196889367094432	0.0014913888669264	0.00272111200119958	0.00319213959361656	0	0.000791600393846436	0	0	0	0	0.000688907529832435	0.000396247039884602	0	0	0	0	0.000466364461634429	0	0	0	0.000796314843738367	0	0.00330021035167248	0	0	0	0	0	0.00317695432649885	0.0041760713042166	0	0	0.00153423650555682	0.00238376135719022	0.00199078586884495	0.00369674395742068	0	0.00158519038275119	0.00140788398048419	0.000983680259181731	0	0	0.00182000288944318	0.00912096663391042	0.00285096173034099	0	0	0	0.00100649907614269	0	0.0012194247794134	0	0.038696276026059	0	0.00124067691568202	0.00827305075198049	0	0	0	0.0016777813116533	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00006|genus_vGENUS-17801|species_vOTU-000050	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000285|genus_4009474|species_4155422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38724494866613e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140331924909105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16171180155734e-05	0	0	4.54448569445233e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00009|genus_vGENUS-00675|species_vOTU-007427	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000181|genus_4005845|species_4156612	0.00529232174701387	0.00412074993130643	0.00629702876385129	0.00699403845699337	0.00403318904335312	0.00560029904370722	0.00462503564090214	0.00746378213029524	0.00888849405680853	0.0066681597266291	0.00653318374097723	0.00710016234470012	0.00440918116527543	0.00769843987405404	0.00498769470816299	0.00450809386060511	0.00516155141137444	0.0044668410998117	0.00873613197390585	0.00848900931375513	0.00551911560281755	0.00470985934641668	0.00691666743223574	0.00737863314859732	0.00724308509372944	0.00823715905703411	0.00667378585469064	0.00712382772091622	0.0092534764675237	0.00602655583761276	0.0073475156059313	0.0051833761429407	0.00539207586138187	0.00856607961387809	0.00808563328207094	0.00613292249276546	0.00690723750706843	0.00899374577903341	0.00805083304451264	0.00757001730706356	0.00855095056910296	0.0108539653935105	0.00755247245174747	0.00578233585846598	0.00868866259538603	0.00534368491096536	0.00425970803396315	0.00813586938936682	0.00808862950825168	0.00836442702056736	0.0113412296479213	0.00850864361642359	0.00634739763636551	0.00966720172248943	0.00937774134132746	0.00652801851944004	0.00751786796047062	0.0071087289241043	0.00859114621443023	0.00909366966791656	0.0110973551547735	0.00645646827473429	0.00554948778770793	0.00406873822974801	0.00364562975722037	0.00622188393181206	0.00433564766886319	0.00534905062497261	0.0029946705766222	0.00193172201801465	0.00173879590768646	0.00471835718765789	0.0228256469034725	0.00842296376157365	0.00695502371045586	0.01005084168246	0.0051259957675503	0.0074194137032351	0.0076239652890215	0.0114607056923325	0.00461751769768855	0.00751091827512971	0	0.00125685926684942	0.00200720862824675	0	0.00521504546844292	0.00406319777702713	0.00497539843697169	0.00482991426209795	0.00184603673821655	0.00511086560650644	0.00698152582110896	0.00725560393263471	0.00425611130390822	0.00481403706770974	0.0105954949947696	0.00967013890333622	0.00857105374380727	0.0103862992928073	0.00544115764259798	0	0.0015232962134879	0.00117013879928067	0.00248744960767954	0.00307630697386434	0.00649725199383859	0.00540586196290659	0.00395833623143838	0.00504455943769979	0.0052886431654282	0.00467946882962829	0.0021457968028996	0.00590291520263767	0.00486222856119738	0	0.00941314863892296	0.00653313545651267	0.00782684586841483	0.0114420897674988	0.0066775688681037	0.00619798065257673	0	0.00200087000585622	0.00242653611340105	0	0.0020612200273943	0.00190479944253291	0	0.00187392739184108	0.0013820213514677	0	0.000409630800600731	0.000520074682643814	0	0.00111118053358736	0.000594849343453138	0	0.00576299227160212	0.00290697831125178	0	0.0045794649727161	0.00473093213935672	0	0.00380902773196194	0.00530688220615095	0	0.00352192230115144	0.00357897833790908	0.00759625432796767	0.00516744781192157	0.00448740132948141	0.00933424841516196	0.00596030635875333	0.00268865740285793	0.00400312697957191	0	0.00933252807395307	0.00930046264454508	0	0.00625189015003948	0.00685282065662007	0	0	0.00408863634147831	0	0.00600949951388173	0.00904119529842162	0	0.00668566884133147	0.00609728399764685	0	0.00955711217914431	0.0106465182001788	0	0.00996626763461485	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-04186|species_vOTU-083080	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4120141|species_4157164	0	0	0	0	1.60360515436441e-05	0	0	0	0	0	0	2.76893549614393e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76212491071621e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11883879631614e-05	1.99111169199369e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7188135031521e-05	0	0	0	0	0	2.636059475034e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-00396|species_vOTU-048959	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4005240|species_4157212	0.00311871184303092	0.00171761398800113	0.00200900623057503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
