Taxon_Lineage_with_Names	Taxon_Lineage_with_IDs	121818-SC-Day1	121818-SC-Day2	121818-SC-Day3	SCV2-Week1-Mouse10	SCV2-Week1-Mouse11	SCV2-Week1-Mouse12	SCV2-Week1-Mouse13	SCV2-Week1-Mouse14	SCV2-Week1-Mouse16	SCV2-Week1-Mouse17	SCV2-Week1-Mouse18	SCV2-Week1-Mouse19	SCV2-Week1-Mouse1	SCV2-Week1-Mouse20	SCV2-Week1-Mouse2	SCV2-Week1-Mouse3	SCV2-Week1-Mouse4	SCV2-Week1-Mouse5	SCV2-Week1-Mouse6	SCV2-Week1-Mouse7	SCV2-Week1-Mouse8	SCV2-Week1-Mouse9	SCV2-Week3-Mouse10	SCV2-Week3-Mouse11	SCV2-Week3-Mouse12	SCV2-Week3-Mouse13	SCV2-Week3-Mouse14	SCV2-Week3-Mouse15	SCV2-Week3-Mouse16	SCV2-Week3-Mouse17	SCV2-Week3-Mouse18	SCV2-Week3-Mouse19	SCV2-Week3-Mouse1	SCV2-Week3-Mouse20	SCV2-Week3-Mouse2	SCV2-Week3-Mouse3	SCV2-Week3-Mouse4	SCV2-Week3-Mouse5	SCV2-Week3-Mouse6	SCV2-Week3-Mouse7	SCV2-Week3-Mouse8	SCV2-Week3-Mouse9	SCV2-Week4-Mouse10	SCV2-Week4-Mouse11	SCV2-Week4-Mouse12	SCV2-Week4-Mouse14	SCV2-Week4-Mouse15	SCV2-Week4-Mouse16	SCV2-Week4-Mouse17	SCV2-Week4-Mouse18	SCV2-Week4-Mouse19	SCV2-Week4-Mouse1	SCV2-Week4-Mouse20	SCV2-Week4-Mouse2	SCV2-Week4-Mouse3	SCV2-Week4-Mouse4	SCV2-Week4-Mouse5	SCV2-Week4-Mouse6	SCV2-Week4-Mouse7	SCV2-Week4-Mouse8	SCV2-Week4-Mouse9	SCV2-Week5-Mouse10	SCV2-Week5-Mouse11	SCV2-Week5-Mouse12	SCV2-Week5-Mouse13	SCV2-Week5-Mouse14	SCV2-Week5-Mouse15	SCV2-Week5-Mouse16	SCV2-Week5-Mouse17	SCV2-Week5-Mouse18	SCV2-Week5-Mouse19	SCV2-Week5-Mouse1	SCV2-Week5-Mouse20	SCV2-Week5-Mouse2	SCV2-Week5-Mouse3	SCV2-Week5-Mouse4	SCV2-Week5-Mouse5	SCV2-Week5-Mouse6	SCV2-Week5-Mouse7	SCV2-Week5-Mouse8	SCV2-Week5-Mouse9	SCV2-Week6-Mouse10	SCV2-Week6-Mouse11	SCV2-Week6-Mouse12	SCV2-Week6-Mouse14	SCV2-Week6-Mouse15	SCV2-Week6-Mouse16	SCV2-Week6-Mouse17	SCV2-Week6-Mouse18	SCV2-Week6-Mouse19	SCV2-Week6-Mouse1	SCV2-Week6-Mouse20	SCV2-Week6-Mouse2	SCV2-Week6-Mouse3	SCV2-Week6-Mouse4	SCV2-Week6-Mouse5	SCV2-Week6-Mouse6	SCV2-Week6-Mouse7	SCV2-Week6-Mouse8	SCV2-Week6-Mouse9	SCV2-Week7-Mouse10	SCV2-Week7-Mouse11	SCV2-Week7-Mouse12	SCV2-Week7-Mouse13	SCV2-Week7-Mouse14	SCV2-Week7-Mouse15	SCV2-Week7-Mouse16	SCV2-Week7-Mouse17	SCV2-Week7-Mouse18	SCV2-Week7-Mouse19	SCV2-Week7-Mouse1	SCV2-Week7-Mouse20	SCV2-Week7-Mouse2	SCV2-Week7-Mouse3	SCV2-Week7-Mouse4	SCV2-Week7-Mouse5	SCV2-Week7-Mouse6	SCV2-Week7-Mouse7	SCV2-Week7-Mouse8	SCV2-Week7-Mouse9	SCV2-Week8-Mouse10-Cecum	SCV2-Week8-Mouse10	SCV2-Week8-Mouse10-Small-Intestine	SCV2-Week8-Mouse11-Cecum	SCV2-Week8-Mouse11	SCV2-Week8-Mouse11-Small-Intestine	SCV2-Week8-Mouse12-Cecum	SCV2-Week8-Mouse12	SCV2-Week8-Mouse12-Small-Intestine	SCV2-Week8-Mouse13-Cecum	SCV2-Week8-Mouse13	SCV2-Week8-Mouse13-Small-Intestine	SCV2-Week8-Mouse14-Cecum	SCV2-Week8-Mouse14	SCV2-Week8-Mouse14-Small-Intestine	SCV2-Week8-Mouse15-Cecum	SCV2-Week8-Mouse15	SCV2-Week8-Mouse15-Small-Intestine	SCV2-Week8-Mouse16-Cecum	SCV2-Week8-Mouse16	SCV2-Week8-Mouse16-Small-Intestine	SCV2-Week8-Mouse17-Cecum	SCV2-Week8-Mouse17	SCV2-Week8-Mouse17-Small-Intestine	SCV2-Week8-Mouse18-Cecum	SCV2-Week8-Mouse18	SCV2-Week8-Mouse18-Small-Intestine	SCV2-Week8-Mouse19-Cecum	SCV2-Week8-Mouse19	SCV2-Week8-Mouse1-Cecum	SCV2-Week8-Mouse1	SCV2-Week8-Mouse1-Small-Intestine	SCV2-Week8-Mouse20-Cecum	SCV2-Week8-Mouse20	SCV2-Week8-Mouse2-Cecum	SCV2-Week8-Mouse2	SCV2-Week8-Mouse2-Small-Intestine	SCV2-Week8-Mouse3-Cecum	SCV2-Week8-Mouse3	SCV2-Week8-Mouse3-Small-Intestine	SCV2-Week8-Mouse4-Cecum	SCV2-Week8-Mouse4	SCV2-Week8-Mouse4-Small-Intestine	SCV2-Week8-Mouse5-Cecum	SCV2-Week8-Mouse5	SCV2-Week8-Mouse5-Small-Intestine	SCV2-Week8-Mouse6-Cecum	SCV2-Week8-Mouse6	SCV2-Week8-Mouse6-Small-Intestine	SCV2-Week8-Mouse7-Cecum	SCV2-Week8-Mouse7	SCV2-Week8-Mouse7-Small-Intestine	SCV2-Week8-Mouse8-Cecum	SCV2-Week8-Mouse8	SCV2-Week8-Mouse8-Small-Intestine	SCV2-Week8-Mouse9-Cecum	SCV2-Week8-Mouse9	SCV2-Week8-Mouse9-Small-Intestine	SCV2-Week8-MouseSI19	SCV2-Week8-MouseSI20
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00008|genus_vGENUS-20415|species_vOTU-064746	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000169|genus_4184626|species_4184627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65009586528704e-05	1.65623877709016e-05	9.24995395943787e-06	2.18884084754806e-05	0	0	0	0	1.2321057389444e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56785271969458e-05	2.38388366922052e-05	0	4.90786443332598e-05	4.48153563466128e-05	0	3.17283545406524e-05	4.15990572611727e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.62197740452114e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.70545973709484e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00009|genus_vGENUS-00405|species_vOTU-012295	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000181|genus_4001180|species_4184823	0.000366029650713389	0.000431196587521062	0.000379569918213357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.20263984481696e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90307689805926e-05	4.59714803407144e-05	0.00012124598540363	0	0	4.99538771503435e-05	0	2.76680469537769e-05	0	0	0	0	0	0	3.57807102056065e-05	8.76567281255014e-05	0	0	0.000154267246254056	0	0.000106466145520329	7.89952941818286e-05	0	0	2.19335798041635e-05	0	0	7.93152622870616e-05	0	0	0	0	0	0	0	0	0	0	0	0	7.54180769466001e-05	0	0	9.52609775303583e-05	6.16431069242141e-05	0	0	0	0	0.00012453076024779	6.89726249791597e-05	0	0	0	0	0	0	0	3.19145955127068e-05	0	0	0	0	0	0	0.000244045539688588	0.000182792612954426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00009|genus_vGENUS-00675|species_vOTU-002265	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000181|genus_4005845|species_4185008	0.00134146857523727	0.00284623542535065	0.00155054915048867	0.00443340769049835	0.00272798950449879	0.00322741913978504	0.00399267934566707	0.00288001355072705	0.00423621163275403	0.00220130933210281	0.00356069383169434	0.0046713395432808	0.00240328692650055	0.00432341306449771	0.00269293373101832	0.00403152539739512	0.00336056511785091	0.00254902697539808	0.00264149164543227	0.00204191160162376	0.00418631422162234	0.00973546500176917	0.00287484985362416	0.00201742986144824	0.00244736473875031	0.00221277450749289	0.00335866061872791	0.00365206118979227	0.00498866099549613	0.00358423541159758	0.0040381624750915	0.0037499419745974	0.00484428332367823	0.00320431688990268	0.00308385781958791	0.00376122679014375	0.00368172983142217	0.0020904414395281	0.00309033606717519	0.00220901030456534	0.00260338053872456	0.00254601025763704	0.00377805063526936	0.00424237150168798	0.00419028636094083	0.00368564431507725	0.00307871734683214	0.00371065710863015	0.00322817336984156	0.00635134611623519	0.0063434388782005	0.00136071296752488	0.00562008052840609	0.00330375178511947	0.0024342346613813	0.00380459725656415	0.0027642876801711	0.00301826336788701	0.00253308798138488	0.00154834813336557	0.00271263378799322	0.00244287625332702	0.00170196860160315	0.00261945614080249	0.0038823151817012	0.00300950593768308	0.0025438863884161	0.0022681086030464	0.00257616140185697	0.00259394263814164	0.00398951618714627	0.00231857454593438	0	0.00178265087301796	0.0018110999846817	0.0012068850351755	0.00392587481245092	0.00221272340168543	0.00276759768995225	0.00168295701413478	0.00192660019147696	0.00416695891538698	0	0.00263529479831806	0.0022798363812902	0.00225404268738102	0.00161268293155691	0.00134427852105847	0.00265939415214206	0.00280298701473853	0.00283000826439729	0	0.00252764718668223	0.00238967696867149	0.00229670912247086	0.00216908518669393	0.00261728793840493	0.004379259071245	0.00219439150110712	0.00307948819828347	0.00218370711884944	0.00469710578938047	0.00126439461935038	0.00419900832089792	0.00215646866565538	0.00378782123928302	0.00223992098300026	0.00128688863667159	0.0036472467260036	0.00133333741912944	0.00222402324988931	0.00197246949678499	0.00465412210795481	0.0027635891222748	0.00462844448098553	0	0.00304814024602327	0.00298249883617514	0.00255285533958836	0.00184078543312044	0.00272031802277065	0.00290646638308853	0	0.00508853377831228	0.00644857142995094	0	0.005055704603458	0.00368891549100588	0	0.00450405922075158	0.00511438811343234	0	0.00611443215583864	0.00585022223750115	0	0.007048086623222	0.00390229588417119	0	0.00130840384292385	0.00182081322440562	0	0.00177261219659683	0.00147868572040149	0	0.0038083009260522	0.00375844826953582	0	0.00564715024994957	0.00319329376271516	0.00399157974915942	0.0050488201845978	0.00233327592194031	0.00231122296931508	0.00259630584510402	0.00613841650233992	0.00658030307235651	0	0.00142436359568691	0.00282823082107535	0	0.00378332205974665	0.00407946077469993	0	0	0.00711701873671348	0	0.00265559139382592	0.00186191843015081	0.00218351582353655	0.0024548881454375	0.00254691551077967	0	0.00198961301103677	0.00140735975454144	0	0.00205183730889149	0	0.00457471116713459	0	0
root_root|superkingdom_Viruses|kingdom_Sangervirae|phylum_Phixviricota|class_Malgrandaviricetes|order_Petitvirales|family_vFAM-00002|genus_vGENUS-20448|species_vOTU-062503	root_1|superkingdom_10239|kingdom_4000020|phylum_4000021|class_4000022|order_4000023|family_4000164|genus_4185023|species_4185024	0	0	0	0.000161453935748489	0	0.000116422067899709	0	0	0	0.000297420873519116	0	0	0.000169484280446857	0	0	0	0.000149878450393337	0	0	0	0	0	0	0.000207399387091372	0.00120936331264841	0.00161988483385526	0.000204203956518167	0.000258503557763548	0.000540779490894961	0.000266874151769959	0.000549999624794066	0.000450259804822755	0.000527365194864542	0.000292864068224747	0.000386588914823013	0.000318496424498321	0.000758604061713902	0.000301072164171932	0.000273957130924573	0	0.000250191965199027	0.000192649403367702	0.000254358867159204	0.000505364907702025	0	0.00074810893831683	0.00129786239847051	0.000539750909346803	0.000736024920273352	0.00094632998079254	0.00136497184354715	0.000465748996328178	0.00110159228031729	0.000544986342380483	0.000518928880420363	0.000576660349715208	0.000467726336783237	0.00213888175607063	0.0010171921992844	0.000743307243512746	0.000171591397609612	0.000797319737243662	0.000204130245200114	0.000203489711273144	0.000459257481570089	0.000324926811349102	0.000733508366054949	0	0	0	0	0.000480204558146639	0	0.000209659782908022	0.000155737131968235	0	0.00049729728156946	0.00133941301472581	0.000405639805141971	0	0	0	0	0	0	0	0.000564086761719356	0.000632111355156282	0.00099771414382783	0.000743118457606538	0.00081921086682813	0.000952650728702489	0.000311336779256205	0.000486146823876066	0.000273719643039178	0	0.00135435041521693	0.00110370318299588	0.000536211195386338	0.00027223765187369	0.000454396108131993	0	0	0	0.000669183236888631	0.000549161954960237	0.00127753513666407	0.00129988459855541	0.00119674443491105	0.00111796652838361	0.00106570392952274	0.000884410194963523	0	0.000154299691799042	0.000566936282323487	0	0.000843954766338694	0.000629527783979094	0.000235576233985021	0	0.00023812823833566	0.000238525425681845	0	0.000247591543490479	0	0	0.000545201705241837	0.000350306167511916	0	0.000277948636627104	0.000573106310257766	0	0.000314293325821589	0.000255348353714428	0	0	0.000105969622129264	0	0.00174869563910331	0.00178279442837447	0	0.00108136184544693	0.00181067779166458	0	0.000880892272532537	0.000787345748532089	0	0.00168953272533133	0.0015458134782563	0	0	0	0.000721139772249363	0.00133455009085116	0	0	0	0.000128253434426938	0.00012797612670561	0	0	0	0	0	0	0	0.00041179494344463	0	0	0.000480908382821211	0.000340024691898521	0	0	0.0013374420924325	0	0.000315872772710849	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00049|genus_vGENUS-20491|species_vOTU-011059	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000701|genus_4069875|species_4185496	0.000216330529518351	0.000190630478810021	0	0.000709009762333161	0.000924463489407374	0.000878681339521065	0.000398393130472721	0.000469462579796032	0.000795926364455284	0.000744935564993092	0.000554387991937217	0.000247488876795224	0.00052333637898716	0.000446514941518739	0.000696966406510776	0	0.000576098550926911	0.000728454880296436	0.000821134428577782	0.000647376780569163	0.000853498951010514	0.000341067851949764	0.000332730639776676	0.000465594889800386	0.000242230389141664	0	0.000639746617157669	0.0002243677637582	0.000452152496677268	0.000363290675003467	0.000333854572697324	0.000602952123498136	0.000301321428591122	0.000566951166927701	0.000409619346130958	0.000541593756332428	0.000405639432559787	0.000684904643840197	0.000221795413678713	0.000520391208805839	0.000659216679832801	0.000361292500176457	0.000278698475556275	0.000213049192875126	0.000325236455298489	0.000370226314489539	0.000263556363192315	0.000321918386855255	0.000205338758438707	0.000203275602389503	0	0.000264684960908464	0.000358064687488633	0.000186633762903708	0.000129741529292025	0.000532083611474704	0	0.000405138184932768	0.000317129957715952	0.000353478443641022	0.000234723092584299	0.000230929034900649	0.000321951433631568	0.000224353332181862	0.000337286926227475	0.000419956732060186	0.000258243857601493	0.000295140358439329	0.000725664708480346	0.000340945859514302	0.000598915675565746	0.000375416279268365	0	0.000383641912978651	0.000364554257087133	0.000518834792400064	0.000240266059386497	0.000270317390619842	0.000366444827856418	0.000847293883765775	0.000236219833502745	0	0	0	0	0	0.000661275536459296	0	0.000284972995151315	0	0.00036315708462083	0.000429962898983758	0.000763646787320706	0.000388693211830192	0.00034929114133562	0.000401512036588791	0.000314190637697935	0.000143503550060435	0.000609013957057005	0.00064629364418968	0.000268327686657811	0	0	0	0	0	0.000239145336918456	0	0.000239702880962045	0	0.000463198467037038	0.000241530395210427	0.000276677149116781	0.000413730053645023	0.000244027280383698	0	0.000622208617569467	0.000341669719673982	0.000606977947434431	0.000407455248402126	0.00060823865093659	0.000248433329843732	0	0.000260278609162237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000463065061679247	0	0	0	0	0	0	0	0	0	0	0.000249481508804279	0.000205840190388031	0	0	0.000282133825312155	0.000593953545488788	0.00036565012253932	0	0.000578547421417387	0.000324878414437115	0	0.000433414727412935	0.000582985900880561	0	0	0.000186280284280458	0	0.000538961819004859	0	0	0.000755707552125436	0.000573383589264228	0	0.00180635011677037	0.000808435734835105	0	0.000535759924059612	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00095|species_vOTU-132836	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4001773|species_4185715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00451385872691652	0	0.000193240656999294	0.000858448913893226	0.00101094395117976	0.0012226492389431	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101660490891832	0	0.000153166891563432	0.000174374060101015	0.000339006336479512	4.51983756354845e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126741323583971	0	6.22378272281566e-05	0.000137136848551333	0.000188753412237554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000154320013728281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00026|genus_vGENUS-02537|species_vOTU-006859	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000669|genus_4046035|species_4185779	0.00118568333374213	0.00169584896096982	0.0013166311771968	0.000428920816096383	0.000418927264387343	0.000255001160675014	0.000512823960572278	0.000689418499349507	0.0016862992432719	0.0014765862601581	0.000742226669616209	0.00154584061112113	0.000419591861550387	0.000953958575880277	0.000887058039049429	0.000594506158114869	0.000285723281070612	0.000556951142419529	0.0011957025159443	0.000532265202633168	0.000681062251208528	0.000724590932366677	8.46079246268891e-05	0.000418873801223041	0.000356146962309218	0.000168522269135922	0.000302723444113366	0.000389265644087454	0	0.000541932393811659	0.000122771030646859	0.000482010831241206	7.71324546382813e-05	0	0.000297385566307877	0.000415706256753553	0.000187936429880778	0.000365154104112104	0.000211415657334054	0	0.00026199699754497	0.000524432054898261	0.000430058580203146	0.000117808647161527	0.000128603646505531	0	0	0	0.000292696638444526	0	0	0.000280687287719788	0	0.000211086993057353	0.000276220985023647	0	0.000120491483293892	0.000111042114203261	0	0.0002460821971051	0.000337668252656863	0.000161692437003534	9.15876515435498e-05	7.79234095387476e-05	0	6.82761156509867e-05	0.000268670141313063	0.000559922195566823	0.000425985787492035	0.000536791007411672	0	0.000134539023570757	0	0.000331315523411621	0.000247961476045029	0	0.000123170206820325	0.000151417175142356	0	0.000300484897449373	0.000591456792552452	0	0	0.000684688421137772	0	0.000590860984675497	0.0001960599148552	0.000633661442331381	0	8.14900026318695e-05	0.000463655420057783	0.00133477608400743	0.000240611404915873	0	0	0	0	0	0.00037986833822935	0	8.3830218536849e-05	0	0.00222625356064914	0.000729018226089168	0	0.000851949722582166	0.000371000022303011	0.000247412531896903	0.000188402266240696	0.000330982782397874	0.00118162487366135	0.000762250058964877	0	0	0	0	0	0	0.000273513146225011	0	0.000203842564727799	9.38770414207656e-05	0	0.000137694326699581	0	0	0.000691103155222021	0.000598603879197509	0	0.00100570921361017	0.000616131853166064	0	0	0	0	0	0	0	0.000668231533324321	0.000442850232695919	0	0.000296896590812039	0.000278856365659544	0	0	0	0	0	0.000203655851353095	0.000123983440943661	0.000264512995462425	0	0	0.000259994878241596	0	0	0	0	0	0	0	0	0	0	8.50476172778854e-05	0	0	0	0	0	0	0	0	0.000350443466486211	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-20559|species_vOTU-075496	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4185920|species_4185921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000380884412447404	0.000563696842850579	0.000419541791406018	0.000948634193835722	0.000382648776236891	0.000129863123774859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000453025222868627	0.000237099311147464	0	0.000727081229111774	0	0.000591154581025204	0	0	0	0	0	0	0	0	0	0.000987226479050929	0.000880750810074394	0.000390585659931503	0.00107465244219107	0.00180826402317547	0.000548056133393706	0.000316905024698825	0.000790556027077817	0.0011256172788492	0	0.000644389249622544	0	0	0	0	0	0	0	0	0	0	0	0.000567798514988847	0.00215716064106422	0	0.00134387680347808	0.00142514804861366	0	0.00103985192067745	0.00202020426871449	0	0.0018014687521235	0.00175545169606536	0	0.000160080501152759	0.000586195394026254	0	0.000598982218733378	0.000806734260385491	0	0.00030759332219628	0.001254986254537	0	0.000951434134008669	0.000566262385025478	0	0.00164328649054304	0.000741429934495587	0	0	0	0.00112100317367349	0.000845270958213542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00003|genus_vGENUS-20562|species_vOTU-062410	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000138|genus_4032122|species_4185954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04388996782699e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90926641852678e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14810309001445e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00235|genus_vGENUS-06820|species_vOTU-001457	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4002342|genus_4019970|species_4186282	4.78326331463872e-05	2.34836382356939e-05	3.76402108725432e-05	0.000220291302788395	0.000279191995098755	0.000288174284763462	0.000225111521586976	0.000254185493219277	0.00017449464786808	0.000122487269283285	0.000117194683771104	0.000196690567795937	0.000205475495759736	0.00018572316750892	0.000327619161287383	0.00020353518789943	0.000232891489598304	0.000253711157064719	0.000180923814043443	0.000156812684528423	0.000183802984379132	0.000260206158920346	0.000312304162640516	0.000395992006347572	0.00033666027631152	0.000173175021349358	0.000354922021697201	0.000264751810033023	0.000352415449614493	0.000263389555493091	0.00026484069112927	0.000290965116504208	0.00036745844835452	0.000266863103474033	0.000263062326957361	0.000453676308396928	0.000348258474751663	0.000405080808670407	0.00036245819963874	0.000329068276138908	0.000332795419650225	0.000276832608274188	0.000246064048883176	0.000328680883376223	0.00029445294668708	0.00031265653529773	0.000322852682460417	0.00032816089538861	0.000259962432423001	0.000273996155186467	0.000210402834669693	0.000276437701451618	0.000270631657439587	0.000274067575213004	0.000309433361484049	0.000234371572886152	0.000175641969608037	0.00035118045822	0.000295915888235975	0.000293125743764971	0.000344842646057164	0.00033796707689036	0.000278832464755586	0.000249259437433688	0.00021872284455837	0.000285827852983014	0.000259750699362886	0.00010941552473871	0.000123464435161307	7.14536368705031e-05	9.82511973064683e-05	0.000429113376264447	0.000134209529305655	0.000425005607468075	0.000532326475875604	0.000373258079085544	0.000299430873561807	0.000294986212712196	0.000238249906696087	0.000347814901724954	0.000275303005570252	0.000336168849664645	0	2.81367127221059e-05	0	0	0.000249104627647689	0.000243160288697116	0.000304203422187438	0.000220604359049777	0.000389234679948438	0.000270945734424981	9.14503756579004e-05	0.000374612891409194	0.000232245927466937	0.000129510024157166	0.000336703229062239	0.00025803007620639	0.000328871636106805	0.000108876792920095	0.000277483572930324	0	2.26512467833844e-05	1.26662715941585e-05	0	0	0.000157783892374004	0.000206662000077541	0.000207201796227129	0.000169468577085669	0.000122494666707976	0.000227429725638734	9.72208462538452e-05	0.000337407586380389	0.000276574541214144	0	0.000374014493978199	0.000275117720063661	0.000356198213129186	0.00017091707112732	0.000202719186623135	0.000220363334255442	3.69830786509648e-05	3.38448517396936e-05	0	0	5.1372302065734e-06	4.28965115855855e-06	0	0	6.711362689016e-06	0	4.23667873684644e-06	0	0	0	6.07489656809581e-06	8.65350857034145e-05	0.000141955984339318	0.00012016047790894	1.35234875612346e-05	0.000174140846202488	0.000200295121341186	0	0.000220650064754424	0.000221095834379201	0	0.000211733741156639	0.000250606804207145	9.47011272789846e-05	0.000134200723201481	7.69953003738613e-05	0.000149783741663301	0.000199786813727605	0.000106938914282502	7.80252607841565e-05	0	0.000181379987731372	0.000168762678133503	2.64404761886574e-05	0.000355571971336101	0.00023930278855357	0	0	3.94861809986581e-05	0	0.000267790495270171	0.000282660129700501	0	0.000296700018126274	0.000365667466730141	0	0.000161154574526458	0.000272477191942075	0	0.000103202599787032	0	8.08594042372176e-05	0	4.02025663264147e-05
