run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	read_count	fastq_bytes	fastq_ftp	submitted_ftp	sra_bytes	sra_ftp	sample_alias	sample_title	bam_ftp
ERR1620258	SAMEA4431871	ERS1343320	ERX1690623	PRJEB15371	408170	human gut metagenome	24649154	2125607833;2136196429	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620258/ERR1620258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620258/ERR1620258_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620258/SZAXPI029502-105.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620258/SZAXPI029502-105.rmhost.2.fq.gz	3710010714	ftp.sra.ebi.ac.uk/vol1/err/ERR162/008/ERR1620258	SZAXPI029502-105	Stool sample from China	
ERR1620276	SAMEA4431889	ERS1343338	ERX1690641	PRJEB15371	408170	human gut metagenome	27669197	2409763954;2465163729	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/006/ERR1620276/ERR1620276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/006/ERR1620276/ERR1620276_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620276/SZAXPI029486-84.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620276/SZAXPI029486-84.rmhost.2.fq.gz	4252178479	ftp.sra.ebi.ac.uk/vol1/err/ERR162/006/ERR1620276	SZAXPI029486-84	Stool sample from China	
ERR1620261	SAMEA4431874	ERS1343323	ERX1690626	PRJEB15371	408170	human gut metagenome	22227488	1997889614;2009910675	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/001/ERR1620261/ERR1620261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/001/ERR1620261/ERR1620261_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620261/SZAXPI029542-108.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620261/SZAXPI029542-108.rmhost.2.fq.gz	3487707357	ftp.sra.ebi.ac.uk/vol1/err/ERR162/001/ERR1620261	SZAXPI029542-108	Stool sample from China	
ERR1620277	SAMEA4431890	ERS1343339	ERX1690642	PRJEB15371	408170	human gut metagenome	19520954	1549535102;1583702315	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620277/ERR1620277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620277/ERR1620277_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620277/RSZAXPI003109-149.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620277/RSZAXPI003109-149.rmhost.2.fq.gz	2726920493	ftp.sra.ebi.ac.uk/vol1/err/ERR162/007/ERR1620277	RSZAXPI003109-149	Stool sample from China	
ERR1620262	SAMEA4431875	ERS1343324	ERX1690627	PRJEB15371	408170	human gut metagenome	30931298	2739864087;2747207542	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/002/ERR1620262/ERR1620262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/002/ERR1620262/ERR1620262_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620262/SZAXPI029544-123.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620262/SZAXPI029544-123.rmhost.2.fq.gz	4753357023	ftp.sra.ebi.ac.uk/vol1/err/ERR162/002/ERR1620262	SZAXPI029544-123	Stool sample from China	
ERR1620279	SAMEA4431892	ERS1343341	ERX1690644	PRJEB15371	408170	human gut metagenome	24256462	1912142414;1941460173	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/009/ERR1620279/ERR1620279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/009/ERR1620279/ERR1620279_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620279/RSZAXPI003083-117.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620279/RSZAXPI003083-117.rmhost.2.fq.gz	3368712595	ftp.sra.ebi.ac.uk/vol1/err/ERR162/009/ERR1620279	RSZAXPI003083-117	Stool sample from China	
ERR1620263	SAMEA4431876	ERS1343325	ERX1690628	PRJEB15371	408170	human gut metagenome	29179768	2572390849;2592066510	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/003/ERR1620263/ERR1620263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/003/ERR1620263/ERR1620263_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620263/SZAXPI029545-129.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620263/SZAXPI029545-129.rmhost.2.fq.gz	4496011216	ftp.sra.ebi.ac.uk/vol1/err/ERR162/003/ERR1620263	SZAXPI029545-129	Stool sample from China	
ERR1620264	SAMEA4431877	ERS1343326	ERX1690629	PRJEB15371	408170	human gut metagenome	27268477	2398964606;2413817402	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620264/ERR1620264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620264/ERR1620264_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620264/SZAXPI029546-133.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620264/SZAXPI029546-133.rmhost.2.fq.gz	4180258570	ftp.sra.ebi.ac.uk/vol1/err/ERR162/004/ERR1620264	SZAXPI029546-133	Stool sample from China	
ERR1620281	SAMEA4431894	ERS1343343	ERX1690646	PRJEB15371	408170	human gut metagenome	25000604	2051959483;2094612394	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/001/ERR1620281/ERR1620281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/001/ERR1620281/ERR1620281_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620281/RSZAXPI003104-142.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620281/RSZAXPI003104-142.rmhost.2.fq.gz	3605214586	ftp.sra.ebi.ac.uk/vol1/err/ERR162/001/ERR1620281	RSZAXPI003104-142	Stool sample from China	
ERR1620282	SAMEA4431895	ERS1343344	ERX1690647	PRJEB15371	408170	human gut metagenome	32619756	2544344738;2611740612	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/002/ERR1620282/ERR1620282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/002/ERR1620282/ERR1620282_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620282/SZAXPI029462-133.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620282/SZAXPI029462-133.rmhost.2.fq.gz	4488777295	ftp.sra.ebi.ac.uk/vol1/err/ERR162/002/ERR1620282	SZAXPI029462-133	Stool sample from China	
ERR1620268	SAMEA4431881	ERS1343330	ERX1690633	PRJEB15371	408170	human gut metagenome	31394812	2811535955;2883009415	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620268/ERR1620268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620268/ERR1620268_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620268/SZAXPI029460-123.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620268/SZAXPI029460-123.rmhost.2.fq.gz	4953370204	ftp.sra.ebi.ac.uk/vol1/err/ERR162/008/ERR1620268	SZAXPI029460-123	Stool sample from China	
ERR1620283	SAMEA4431896	ERS1343345	ERX1690648	PRJEB15371	408170	human gut metagenome	28132475	2220540860;2298660929	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/003/ERR1620283/ERR1620283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/003/ERR1620283/ERR1620283_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620283/SZAXPI029463-136.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620283/SZAXPI029463-136.rmhost.2.fq.gz	3949337446	ftp.sra.ebi.ac.uk/vol1/err/ERR162/003/ERR1620283	SZAXPI029463-136	Stool sample from China	
ERR1620285	SAMEA4431898	ERS1343347	ERX1690650	PRJEB15371	408170	human gut metagenome	30131682	2369355992;2436911514	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/005/ERR1620285/ERR1620285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/005/ERR1620285/ERR1620285_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620285/SZAXPI029464-140.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620285/SZAXPI029464-140.rmhost.2.fq.gz	4190165797	ftp.sra.ebi.ac.uk/vol1/err/ERR162/005/ERR1620285	SZAXPI029464-140	Stool sample from China	
ERR1620271	SAMEA4431884	ERS1343333	ERX1690636	PRJEB15371	408170	human gut metagenome	26612286	2366925300;2419561052	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/001/ERR1620271/ERR1620271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/001/ERR1620271/ERR1620271_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620271/SZAXPI029473-40.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620271/SZAXPI029473-40.rmhost.2.fq.gz	4172050874	ftp.sra.ebi.ac.uk/vol1/err/ERR162/001/ERR1620271	SZAXPI029473-40	Stool sample from China	
ERR1620290	SAMEA4431903	ERS1343352	ERX1690655	PRJEB15371	408170	human gut metagenome	32824889	2610712231;2683300274	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/000/ERR1620290/ERR1620290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/000/ERR1620290/ERR1620290_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620290/SZAXPI029471-33.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620290/SZAXPI029471-33.rmhost.2.fq.gz	4615848000	ftp.sra.ebi.ac.uk/vol1/err/ERR162/000/ERR1620290	SZAXPI029471-33	Stool sample from China	
ERR1620272	SAMEA4431885	ERS1343334	ERX1690637	PRJEB15371	408170	human gut metagenome	25780247	2238069817;2297531300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/002/ERR1620272/ERR1620272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/002/ERR1620272/ERR1620272_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620272/SZAXPI029474-42.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620272/SZAXPI029474-42.rmhost.2.fq.gz	3952658629	ftp.sra.ebi.ac.uk/vol1/err/ERR162/002/ERR1620272	SZAXPI029474-42	Stool sample from China	
ERR1620297	SAMEA4431910	ERS1343359	ERX1690662	PRJEB15371	408170	human gut metagenome	32668504	2589358271;2640426945	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620297/ERR1620297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620297/ERR1620297_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620297/SZAXPI029493-93.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620297/SZAXPI029493-93.rmhost.2.fq.gz	4533460926	ftp.sra.ebi.ac.uk/vol1/err/ERR162/007/ERR1620297	SZAXPI029493-93	Stool sample from China	
ERR1620274	SAMEA4431887	ERS1343336	ERX1690639	PRJEB15371	408170	human gut metagenome	24719959	2153358775;2218087646	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620274/ERR1620274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620274/ERR1620274_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620274/SZAXPI029475-44.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620274/SZAXPI029475-44.rmhost.2.fq.gz	3808507726	ftp.sra.ebi.ac.uk/vol1/err/ERR162/004/ERR1620274	SZAXPI029475-44	Stool sample from China	
ERR1620299	SAMEA4431912	ERS1343361	ERX1690664	PRJEB15371	408170	human gut metagenome	23808048	1877366729;1907758896	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/009/ERR1620299/ERR1620299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/009/ERR1620299/ERR1620299_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620299/RSZAXPI003077-109.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620299/RSZAXPI003077-109.rmhost.2.fq.gz	3312369893	ftp.sra.ebi.ac.uk/vol1/err/ERR162/009/ERR1620299	RSZAXPI003077-109	Stool sample from China	
ERR1620300	SAMEA4431913	ERS1343362	ERX1690665	PRJEB15371	408170	human gut metagenome	30174803	2389752660;2458925557	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/000/ERR1620300/ERR1620300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/000/ERR1620300/ERR1620300_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620300/SZAXPI029495-96.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620300/SZAXPI029495-96.rmhost.2.fq.gz	4230761311	ftp.sra.ebi.ac.uk/vol1/err/ERR162/000/ERR1620300	SZAXPI029495-96	Stool sample from China	
ERR1620278	SAMEA4431891	ERS1343340	ERX1690643	PRJEB15371	408170	human gut metagenome	30814114	2551215875;2643595866	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620278/ERR1620278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620278/ERR1620278_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620278/SZAXPI029497-98.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620278/SZAXPI029497-98.rmhost.2.fq.gz	4539376281	ftp.sra.ebi.ac.uk/vol1/err/ERR162/008/ERR1620278	SZAXPI029497-98	Stool sample from China	
ERR1620303	SAMEA4431916	ERS1343365	ERX1690668	PRJEB15371	408170	human gut metagenome	20342209	1608533405;1646511711	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/003/ERR1620303/ERR1620303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/003/ERR1620303/ERR1620303_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620303/RSZAXPI003069-101.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620303/RSZAXPI003069-101.rmhost.2.fq.gz	2824408780	ftp.sra.ebi.ac.uk/vol1/err/ERR162/003/ERR1620303	RSZAXPI003069-101	Stool sample from China	
ERR1620280	SAMEA4431893	ERS1343342	ERX1690645	PRJEB15371	408170	human gut metagenome	30260318	2384707174;2462605194	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/000/ERR1620280/ERR1620280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/000/ERR1620280/ERR1620280_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620280/SZAXPI029461-129.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620280/SZAXPI029461-129.rmhost.2.fq.gz	4233318277	ftp.sra.ebi.ac.uk/vol1/err/ERR162/000/ERR1620280	SZAXPI029461-129	Stool sample from China	
ERR1620304	SAMEA4431917	ERS1343366	ERX1690669	PRJEB15371	408170	human gut metagenome	22248632	1805036323;1870820833	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620304/ERR1620304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620304/ERR1620304_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620304/RSZAXPI003062-102.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620304/RSZAXPI003062-102.rmhost.2.fq.gz	3225030085	ftp.sra.ebi.ac.uk/vol1/err/ERR162/004/ERR1620304	RSZAXPI003062-102	Stool sample from China	
ERR1620284	SAMEA4431897	ERS1343346	ERX1690649	PRJEB15371	408170	human gut metagenome	22652885	1855063948;1890866877	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620284/ERR1620284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620284/ERR1620284_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620284/RSZAXPI003106-145.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620284/RSZAXPI003106-145.rmhost.2.fq.gz	3254251157	ftp.sra.ebi.ac.uk/vol1/err/ERR162/004/ERR1620284	RSZAXPI003106-145	Stool sample from China	
ERR1620305	SAMEA4431918	ERS1343367	ERX1690670	PRJEB15371	408170	human gut metagenome	25856036	2059342473;2059101805	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/005/ERR1620305/ERR1620305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/005/ERR1620305/ERR1620305_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620305/RSZAXPI003093-124.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620305/RSZAXPI003093-124.rmhost.2.fq.gz	3582020939	ftp.sra.ebi.ac.uk/vol1/err/ERR162/005/ERR1620305	RSZAXPI003093-124	Stool sample from China	
ERR1620307	SAMEA4431920	ERS1343369	ERX1690672	PRJEB15371	408170	human gut metagenome	24556106	1933212041;1939356879	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620307/ERR1620307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620307/ERR1620307_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620307/RSZAXPI003094-125.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620307/RSZAXPI003094-125.rmhost.2.fq.gz	3367619022	ftp.sra.ebi.ac.uk/vol1/err/ERR162/007/ERR1620307	RSZAXPI003094-125	Stool sample from China	
ERR1620286	SAMEA4431899	ERS1343348	ERX1690651	PRJEB15371	408170	human gut metagenome	30865935	2427984252;2502233637	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/006/ERR1620286/ERR1620286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/006/ERR1620286/ERR1620286_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620286/SZAXPI029466-158.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620286/SZAXPI029466-158.rmhost.2.fq.gz	4294117153	ftp.sra.ebi.ac.uk/vol1/err/ERR162/006/ERR1620286	SZAXPI029466-158	Stool sample from China	
ERR1620312	SAMEA4431925	ERS1343374	ERX1690677	PRJEB15371	408170	human gut metagenome	21398582	1702202414;1731506960	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/002/ERR1620312/ERR1620312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/002/ERR1620312/ERR1620312_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620312/RSZAXPI003098-132.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620312/RSZAXPI003098-132.rmhost.2.fq.gz	2996423686	ftp.sra.ebi.ac.uk/vol1/err/ERR162/002/ERR1620312	RSZAXPI003098-132	Stool sample from China	
ERR1620287	SAMEA4431900	ERS1343349	ERX1690652	PRJEB15371	408170	human gut metagenome	25346212	1983172601;2014645426	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620287/ERR1620287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620287/ERR1620287_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620287/RSZAXPI003107-147.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620287/RSZAXPI003107-147.rmhost.2.fq.gz	3482410879	ftp.sra.ebi.ac.uk/vol1/err/ERR162/007/ERR1620287	RSZAXPI003107-147	Stool sample from China	
ERR1620313	SAMEA4431926	ERS1343375	ERX1690678	PRJEB15371	408170	human gut metagenome	27823853	2200240115;2226613744	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/003/ERR1620313/ERR1620313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/003/ERR1620313/ERR1620313_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620313/RSZAXPI003078-111.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620313/RSZAXPI003078-111.rmhost.2.fq.gz	3856048506	ftp.sra.ebi.ac.uk/vol1/err/ERR162/003/ERR1620313	RSZAXPI003078-111	Stool sample from China	
ERR1620288	SAMEA4431901	ERS1343350	ERX1690653	PRJEB15371	408170	human gut metagenome	38793472	3099192373;3193672103	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620288/ERR1620288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620288/ERR1620288_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620288/SZAXPI029468-169.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620288/SZAXPI029468-169.rmhost.2.fq.gz	5489636556	ftp.sra.ebi.ac.uk/vol1/err/ERR162/008/ERR1620288	SZAXPI029468-169	Stool sample from China	
ERR1620317	SAMEA4431930	ERS1343379	ERX1690682	PRJEB15371	408170	human gut metagenome	30717080	2513977783;2558198501	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620317/ERR1620317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620317/ERR1620317_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620317/RSZAXPI003101-139.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620317/RSZAXPI003101-139.rmhost.2.fq.gz	4410827910	ftp.sra.ebi.ac.uk/vol1/err/ERR162/007/ERR1620317	RSZAXPI003101-139	Stool sample from China	
ERR1620289	SAMEA4431902	ERS1343351	ERX1690654	PRJEB15371	408170	human gut metagenome	30067266	2402494608;2476826320	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/009/ERR1620289/ERR1620289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/009/ERR1620289/ERR1620289_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620289/SZAXPI029469-27.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620289/SZAXPI029469-27.rmhost.2.fq.gz	4253416544	ftp.sra.ebi.ac.uk/vol1/err/ERR162/009/ERR1620289	SZAXPI029469-27	Stool sample from China	
ERR1620318	SAMEA4431931	ERS1343380	ERX1690683	PRJEB15371	408170	human gut metagenome	24009856	1907607325;1944779691	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620318/ERR1620318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620318/ERR1620318_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620318/RSZAXPI003081-115.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620318/RSZAXPI003081-115.rmhost.2.fq.gz	3357860862	ftp.sra.ebi.ac.uk/vol1/err/ERR162/008/ERR1620318	RSZAXPI003081-115	Stool sample from China	
ERR1620292	SAMEA4431905	ERS1343354	ERX1690657	PRJEB15371	408170	human gut metagenome	24407435	1918221699;1978025265	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/002/ERR1620292/ERR1620292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/002/ERR1620292/ERR1620292_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620292/SZAXPI029480-66.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620292/SZAXPI029480-66.rmhost.2.fq.gz	3399633598	ftp.sra.ebi.ac.uk/vol1/err/ERR162/002/ERR1620292	SZAXPI029480-66	Stool sample from China	
ERR1620294	SAMEA4431907	ERS1343356	ERX1690659	PRJEB15371	408170	human gut metagenome	29210601	2312979152;2389449328	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620294/ERR1620294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620294/ERR1620294_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620294/SZAXPI029483-78.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620294/SZAXPI029483-78.rmhost.2.fq.gz	4100422816	ftp.sra.ebi.ac.uk/vol1/err/ERR162/004/ERR1620294	SZAXPI029483-78	Stool sample from China	
ERR1620321	SAMEA4431934	ERS1343383	ERX1690686	PRJEB15371	408170	human gut metagenome	22758475	1869516507;1912928504	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/001/ERR1620321/ERR1620321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/001/ERR1620321/ERR1620321_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620321/RSZAXPI003103-141.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620321/RSZAXPI003103-141.rmhost.2.fq.gz	3297903606	ftp.sra.ebi.ac.uk/vol1/err/ERR162/001/ERR1620321	RSZAXPI003103-141	Stool sample from China	
ERR1620322	SAMEA4431935	ERS1343384	ERX1690687	PRJEB15371	408170	human gut metagenome	25665386	2194804850;2190953796	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/002/ERR1620322/ERR1620322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/002/ERR1620322/ERR1620322_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620322/SZAXPI029551-166.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620322/SZAXPI029551-166.rmhost.2.fq.gz	3821867968	ftp.sra.ebi.ac.uk/vol1/err/ERR162/002/ERR1620322	SZAXPI029551-166	Stool sample from China	
