run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	read_count	fastq_bytes	fastq_ftp	submitted_ftp	sra_bytes	sra_ftp	sample_alias	sample_title	bam_ftp
ERR688512	SAMEA3136712	ERX633513	PRJEB7774	408170	human gut metagenome	32109723	2703072537;2787926538	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688512/ERR688512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688512/ERR688512_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688512/31137_SZAXPI021945-158.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688512/31137_SZAXPI021945-158.clean.pair.rmhost.2.fq.gz	4760096320	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688512	31137	Stool sample from advanced adenoma	
ERR688514	SAMEA3136630	ERX633515	PRJEB7774	408170	human gut metagenome	24050022	1951463012;1997246658	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688514/ERR688514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688514/ERR688514_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688514/31160_SZAXPI021961-43.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688514/31160_SZAXPI021961-43.clean.pair.rmhost.2.fq.gz	3409098888	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688514	31160	Stool sample from controls	
ERR688526	SAMEA3136704	ERX633527	PRJEB7774	408170	human gut metagenome	28420748	2386813166;2439642260	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688526/ERR688526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688526/ERR688526_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688526/31282_SZAXPI021938-111.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688526/31282_SZAXPI021938-111.clean.pair.rmhost.2.fq.gz	4171548196	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688526	31282	Stool sample from advanced adenoma	
ERR688528	SAMEA3136644	ERX633529	PRJEB7774	408170	human gut metagenome	28603351	2407395773;2453437623	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688528/ERR688528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688528/ERR688528_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688528/31300_SZAXPI022049-109.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688528/31300_SZAXPI022049-109.clean.pair.rmhost.2.fq.gz	4220547143	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688528	31300	Stool sample from controls	
ERR688365	SAMEA3136712	ERX633366	PRJEB7774	408170	human gut metagenome	942900	84097706	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688365/ERR688365.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688365/31137_SZAXPI021945-158.clean.single.rmhost.fq.gz	81624478	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688365	31137	Stool sample from advanced adenoma	
ERR688530	SAMEA3136673	ERX633531	PRJEB7774	408170	human gut metagenome	27980088	2335237906;2406109238	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688530/ERR688530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688530/ERR688530_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688530/31333_SZAXPI022075-88.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688530/31333_SZAXPI022075-88.clean.pair.rmhost.2.fq.gz	4095349623	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688530	31333	Stool sample from controls	
ERR688540	SAMEA3136713	ERX633541	PRJEB7774	408170	human gut metagenome	19688087	1641646116;1703587305	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688540/ERR688540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688540/ERR688540_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688540/31431_SZAXPI021946-166.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688540/31431_SZAXPI021946-166.clean.pair.rmhost.2.fq.gz	2901090203	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688540	31431	Stool sample from advanced adenoma	
ERR688368	SAMEA3136751	ERX633369	PRJEB7774	408170	human gut metagenome	831673	75629799	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688368/ERR688368.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688368/31188_SZAXPI021653-113.clean.single.rmhost.fq.gz	72772270	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688368	31188	Stool sample from carcinoma	
ERR688544	SAMEA3136645	ERX633545	PRJEB7774	408170	human gut metagenome	25741116	2136193774;2191949918	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688544/ERR688544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688544/ERR688544_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688544/31452_SZAXPI022050-111.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688544/31452_SZAXPI022050-111.clean.pair.rmhost.2.fq.gz	3766935746	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688544	31452	Stool sample from controls	
ERR688371	SAMEA3136674	ERX633372	PRJEB7774	408170	human gut metagenome	912198	79917687	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688371/ERR688371.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688371/31232_SZAXPI022077-90.clean.single.rmhost.fq.gz	78141429	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688371	31232	Stool sample from controls	
ERR688545	SAMEA3136689	ERX633546	PRJEB7774	408170	human gut metagenome	24247347	2016553838;2102002053	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688545/ERR688545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688545/ERR688545_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688545/31455_SZAXPI021725-37.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688545/31455_SZAXPI021725-37.clean.pair.rmhost.2.fq.gz	3568640593	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688545	31455	Stool sample from advanced adenoma	
ERR688546	SAMEA3136685	ERX633547	PRJEB7774	408170	human gut metagenome	29200249	2312998142;2514824312	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688546/ERR688546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688546/ERR688546_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688546/31477_SZAXPI022080-95.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688546/31477_SZAXPI022080-95.clean.pair.rmhost.2.fq.gz	4188007088	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688546	31477	Stool sample from advanced adenoma	
ERR688373	SAMEA3136663	ERX633374	PRJEB7774	408170	human gut metagenome	796558	68100036	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688373/ERR688373.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688373/31236_SZAXPI022067-33.clean.single.rmhost.fq.gz	67026318	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688373	31236	Stool sample from controls	
ERR688547	SAMEA3136755	ERX633548	PRJEB7774	408170	human gut metagenome	23261680	2037787034;2106852018	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688547/ERR688547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688547/ERR688547_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688547/31489_SZAXPI021694-136.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688547/31489_SZAXPI021694-136.clean.pair.rmhost.2.fq.gz	3600434132	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688547	31489	Stool sample from carcinoma	
ERR688374	SAMEA3136747	ERX633375	PRJEB7774	408170	human gut metagenome	768272	70349767	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688374/ERR688374.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688374/31237_SZAXPI021649-102.clean.single.rmhost.fq.gz	67870922	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688374	31237	Stool sample from carcinoma	
ERR688550	SAMEA3136662	ERX633551	PRJEB7774	408170	human gut metagenome	23763998	1912934162;1930897517	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688550/ERR688550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688550/ERR688550_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688550/31512_SZAXPI022066-32.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688550/31512_SZAXPI022066-32.clean.pair.rmhost.2.fq.gz	3337865456	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688550	31512	Stool sample from controls	
ERR688375	SAMEA3136693	ERX633376	PRJEB7774	408170	human gut metagenome	862579	78113650	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688375/ERR688375.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688375/31256_SZAXPI021671-62.clean.single.rmhost.fq.gz	75558584	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688375	31256	Stool sample from advanced adenoma	
ERR688559	SAMEA3136632	ERX633560	PRJEB7774	408170	human gut metagenome	32818713	2707438323;2760860924	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688559/ERR688559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688559/ERR688559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688559/31700_SZAXPI021963-47.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688559/31700_SZAXPI021963-47.clean.pair.rmhost.2.fq.gz	4718712216	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688559	31700	Stool sample from controls	
ERR688561	SAMEA3136677	ERX633562	PRJEB7774	408170	human gut metagenome	25549375	2161343852;2205473195	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688561/ERR688561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688561/ERR688561_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688561/31711_SZAXPI022063-23.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688561/31711_SZAXPI022063-23.clean.pair.rmhost.2.fq.gz	3776189555	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688561	31711	Stool sample from controls	
ERR688376	SAMEA3136676	ERX633377	PRJEB7774	408170	human gut metagenome	1059597	94137057	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688376/ERR688376.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688376/31267_SZAXPI022076-89.clean.single.rmhost.fq.gz	91626240	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688376	31267	Stool sample from controls	
ERR688562	SAMEA3136633	ERX633563	PRJEB7774	408170	human gut metagenome	29099906	2439074577;2507467841	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688562/ERR688562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688562/ERR688562_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688562/31714_SZAXPI021964-62.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688562/31714_SZAXPI021964-62.clean.pair.rmhost.2.fq.gz	4292557123	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688562	31714	Stool sample from controls	
ERR688378	SAMEA3136743	ERX633379	PRJEB7774	408170	human gut metagenome	605263	55087132	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688378/ERR688378.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688378/31276_SZAXPI021668-89.clean.single.rmhost.fq.gz	53232850	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688378	31276	Stool sample from carcinoma	
ERR688565	SAMEA3136658	ERX633566	PRJEB7774	408170	human gut metagenome	27165858	2325662510;2302827762	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688565/ERR688565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688565/ERR688565_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688565/31750_SZAXPI022062-21.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688565/31750_SZAXPI022062-21.clean.pair.rmhost.2.fq.gz	4000441558	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688565	31750	Stool sample from controls	
ERR688380	SAMEA3136754	ERX633381	PRJEB7774	408170	human gut metagenome	1175338	105649064	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688380/ERR688380.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688380/31285_SZAXPI021656-133.clean.single.rmhost.fq.gz	102450224	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688380	31285	Stool sample from carcinoma	
ERR688568	SAMEA3136737	ERX633569	PRJEB7774	408170	human gut metagenome	19520755	1574572139;1695357710	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688568/ERR688568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688568/ERR688568_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688568/31865_SZAXPI021667-39.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688568/31865_SZAXPI021667-39.clean.pair.rmhost.2.fq.gz	2833080552	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688568	31865	Stool sample from carcinoma	
ERR688382	SAMEA3136654	ERX633383	PRJEB7774	408170	human gut metagenome	1339476	118358548	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688382/ERR688382.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688382/31328_SZAXPI022059-169.clean.single.rmhost.fq.gz	115574132	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688382	31328	Stool sample from controls	
ERR688571	SAMEA3136758	ERX633572	PRJEB7774	408170	human gut metagenome	29360386	2569023565;2664705387	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688571/ERR688571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688571/ERR688571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688571/31870_SZAXPI021693-158.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688571/31870_SZAXPI021693-158.clean.pair.rmhost.2.fq.gz	4537523128	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688571	31870	Stool sample from carcinoma	
ERR688582	SAMEA3136725	ERX633583	PRJEB7774	408170	human gut metagenome	33201178	2858798656;2913740492	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688582/ERR688582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688582/ERR688582_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688582/31881_SZAXPI021630-17.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688582/31881_SZAXPI021630-17.clean.pair.rmhost.2.fq.gz	5009179431	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688582	31881	Stool sample from carcinoma	
ERR688389	SAMEA3136680	ERX633390	PRJEB7774	408170	human gut metagenome	736441	66687894	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688389/ERR688389.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688389/31398_SZAXPI021670-25.clean.single.rmhost.fq.gz	64264115	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688389	31398	Stool sample from advanced adenoma	
ERR688583	SAMEA3136763	ERX633584	PRJEB7774	408170	human gut metagenome	36202656	3159591460;3247445569	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688583/ERR688583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688583/ERR688583_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688583/31883_SZAXPI021717-20.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688583/31883_SZAXPI021717-20.clean.pair.rmhost.2.fq.gz	5547284583	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688583	31883	Stool sample from carcinoma	
ERR688390	SAMEA3136650	ERX633391	PRJEB7774	408170	human gut metagenome	743329	67928732	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688390/ERR688390.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688390/31416_SZAXPI022055-140.clean.single.rmhost.fq.gz	65891159	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688390	31416	Stool sample from controls	
ERR688587	SAMEA3136687	ERX633588	PRJEB7774	408170	human gut metagenome	28903806	2296549560;2386647649	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688587/ERR688587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688587/ERR688587_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688587/530002_SZAXPI021723-33.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688587/530002_SZAXPI021723-33.clean.pair.rmhost.2.fq.gz	4065798104	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688587	530002	Stool sample from advanced adenoma	
ERR688392	SAMEA3136626	ERX633393	PRJEB7774	408170	human gut metagenome	1531659	135753385	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688392/ERR688392.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688392/31428_SZAXPI021957-33.clean.single.rmhost.fq.gz	132336070	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688392	31428	Stool sample from controls	
ERR688589	SAMEA3136721	ERX633590	PRJEB7774	408170	human gut metagenome	30396280	2529704704;2589055029	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688589/ERR688589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688589/ERR688589_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688589/530041_SZAXPI021954-25.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688589/530041_SZAXPI021954-25.clean.pair.rmhost.2.fq.gz	4431202620	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688589	530041	Stool sample from advanced adenoma	
ERR688393	SAMEA3136713	ERX633394	PRJEB7774	408170	human gut metagenome	705981	62249491	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688393/ERR688393.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688393/31431_SZAXPI021946-166.clean.single.rmhost.fq.gz	60613940	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688393	31431	Stool sample from advanced adenoma	
ERR688592	SAMEA3136698	ERX633593	PRJEB7774	408170	human gut metagenome	31432413	2664906477;2654621042	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688592/ERR688592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688592/ERR688592_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688592/530054_SZAXPI021932-90.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688592/530054_SZAXPI021932-90.clean.pair.rmhost.2.fq.gz	4610746985	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688592	530054	Stool sample from advanced adenoma	
ERR688394	SAMEA3136724	ERX633395	PRJEB7774	408170	human gut metagenome	1187144	106561688	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688394/ERR688394.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688394/31446_SZAXPI021629-16.clean.single.rmhost.fq.gz	102990924	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688394	31446	Stool sample from carcinoma	
ERR688397	SAMEA3136645	ERX633398	PRJEB7774	408170	human gut metagenome	1343416	117314919	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688397/ERR688397.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688397/31452_SZAXPI022050-111.clean.single.rmhost.fq.gz	114631256	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688397	31452	Stool sample from controls	
ERR688595	SAMEA3136678	ERX633596	PRJEB7774	408170	human gut metagenome	22482098	1900582584;1951186206	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688595/ERR688595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688595/ERR688595_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688595/530075_SZAXPI022052-129.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688595/530075_SZAXPI022052-129.clean.pair.rmhost.2.fq.gz	3343264333	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688595	530075	Stool sample from controls	
ERR688398	SAMEA3136689	ERX633399	PRJEB7774	408170	human gut metagenome	662569	59674602	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688398/ERR688398.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688398/31455_SZAXPI021725-37.clean.single.rmhost.fq.gz	57491039	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688398	31455	Stool sample from advanced adenoma	
ERR688597	SAMEA3136695	ERX633598	PRJEB7774	408170	human gut metagenome	29834475	2658454430;2767997106	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688597/ERR688597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688597/ERR688597_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688597/530142_SZAXPI021929-87.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688597/530142_SZAXPI021929-87.clean.pair.rmhost.2.fq.gz	4699858673	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688597	530142	Stool sample from advanced adenoma	
ERR688601	SAMEA3136682	ERX633602	PRJEB7774	408170	human gut metagenome	27311801	2170169417;2258915638	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688601/ERR688601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688601/ERR688601_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688601/530168_SZAXPI021721-27.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688601/530168_SZAXPI021721-27.clean.pair.rmhost.2.fq.gz	3845437132	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688601	530168	Stool sample from advanced adenoma	
ERR688606	SAMEA3136640	ERX633607	PRJEB7774	408170	human gut metagenome	27786037	2318873762;2381933622	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688606/ERR688606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688606/ERR688606_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688606/530227_SZAXPI022045-94.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688606/530227_SZAXPI022045-94.clean.pair.rmhost.2.fq.gz	4087491435	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688606	530227	Stool sample from controls	
ERR688611	SAMEA3136694	ERX633612	PRJEB7774	408170	human gut metagenome	27641168	2478301814;2571622989	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688611/ERR688611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688611/ERR688611_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688611/530297_SZAXPI021928-84.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688611/530297_SZAXPI021928-84.clean.pair.rmhost.2.fq.gz	4380070034	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688611	530297	Stool sample from advanced adenoma	
ERR688400	SAMEA3136755	ERX633401	PRJEB7774	408170	human gut metagenome	750885	68533772	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688400/ERR688400.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688400/31489_SZAXPI021694-136.clean.single.rmhost.fq.gz	66168920	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688400	31489	Stool sample from carcinoma	
ERR688612	SAMEA3136628	ERX633613	PRJEB7774	408170	human gut metagenome	20163192	1684533926;1738185836	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688612/ERR688612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688612/ERR688612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688612/530315_SZAXPI021959-37.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688612/530315_SZAXPI021959-37.clean.pair.rmhost.2.fq.gz	2956110853	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688612	530315	Stool sample from controls	
ERR688405	SAMEA3136624	ERX633406	PRJEB7774	408170	human gut metagenome	1620920	139503233	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688405/ERR688405.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688405/31537_SZAXPI021956-27.clean.single.rmhost.fq.gz	136386567	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688405	31537	Stool sample from controls	
