run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	read_count	fastq_bytes	fastq_ftp	submitted_ftp	sra_bytes	sra_ftp	sample_alias	sample_title	bam_ftp
ERR1776152	SAMEA39950668	ERX1841145	PRJEB18780	1879010	Bacillota bacterium	0			ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776152/S33_a_WGS.fasta.gz			S33_a_WGS	CICRA	
ERR1776801	SAMEA39943168	ERX1841794	PRJEB18780	1879010	Bacillota bacterium	28576	2773412;3394868	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/001/ERR1776801/ERR1776801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/001/ERR1776801/ERR1776801_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776801/S30_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776801/S30_b_16S_R2.fastq.gz	7968821	ftp.sra.ebi.ac.uk/vol1/err/ERR177/001/ERR1776801	S30_b_16S	CICRA	
ERR1776595	SAMEA40101418	ERX1841588	PRJEB18780	1879010	Bacillota bacterium	11443	1143710;1505169	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/005/ERR1776595/ERR1776595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/005/ERR1776595/ERR1776595_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776595/S103_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776595/S103_a_16S_R2.fastq.gz	3601279	ftp.sra.ebi.ac.uk/vol1/err/ERR177/005/ERR1776595	S103_a_16S	CICRA	
ERR1776803	SAMEA39945418	ERX1841796	PRJEB18780	1879010	Bacillota bacterium	15481	1709050;1890776	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776803/ERR1776803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776803/ERR1776803_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776803/S31_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776803/S31_b_16S_R2.fastq.gz	4550869	ftp.sra.ebi.ac.uk/vol1/err/ERR177/003/ERR1776803	S31_b_16S	CICRA	
ERR1776159	SAMEA39976918	ERX1841152	PRJEB18780	1879010	Bacillota bacterium	0			ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776159/S46_a_WGS.fasta.gz			S46_a_WGS	CICRA	
ERR1776811	SAMEA39953668	ERX1841804	PRJEB18780	1879010	Bacillota bacterium	8809	1000545;1119495	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/001/ERR1776811/ERR1776811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/001/ERR1776811/ERR1776811_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776811/S34_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776811/S34_b_16S_R2.fastq.gz	2616836	ftp.sra.ebi.ac.uk/vol1/err/ERR177/001/ERR1776811	S34_b_16S	CICRA	
ERR1776596	SAMEA40102918	ERX1841589	PRJEB18780	1879010	Bacillota bacterium	24716	2426250;2948108	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776596/ERR1776596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776596/ERR1776596_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776596/S103_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776596/S103_b_16S_R2.fastq.gz	6975683	ftp.sra.ebi.ac.uk/vol1/err/ERR177/006/ERR1776596	S103_b_16S	CICRA	
ERR1776813	SAMEA39955168	ERX1841806	PRJEB18780	1879010	Bacillota bacterium	31213	3489655;4683790	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776813/ERR1776813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776813/ERR1776813_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776813/S35_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776813/S35_a_16S_R2.fastq.gz	10047796	ftp.sra.ebi.ac.uk/vol1/err/ERR177/003/ERR1776813	S35_a_16S	CICRA	
ERR1776817	SAMEA39959668	ERX1841810	PRJEB18780	1879010	Bacillota bacterium	21	3197;3764	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776817/ERR1776817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776817/ERR1776817_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776817/S37_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776817/S37_a_16S_R2.fastq.gz	89442	ftp.sra.ebi.ac.uk/vol1/err/ERR177/007/ERR1776817	S37_a_16S	CICRA	
ERR1776164	SAMEA39985918	ERX1841157	PRJEB18780	1879010	Bacillota bacterium	0			ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776164/S50_a_WGS.fasta.gz			S50_a_WGS	CICRA	
ERR1776822	SAMEA39963418	ERX1841815	PRJEB18780	1879010	Bacillota bacterium	41239	5618338;6020700	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/002/ERR1776822/ERR1776822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/002/ERR1776822/ERR1776822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776822/S39_c_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776822/S39_c_16S_R2.fastq.gz	12599207	ftp.sra.ebi.ac.uk/vol1/err/ERR177/002/ERR1776822	S39_c_16S	CICRA	
ERR1776599	SAMEA40105918	ERX1841592	PRJEB18780	1879010	Bacillota bacterium	67160	7546722;9869042	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/009/ERR1776599/ERR1776599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/009/ERR1776599/ERR1776599_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776599/S105_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776599/S105_a_16S_R2.fastq.gz	21244098	ftp.sra.ebi.ac.uk/vol1/err/ERR177/009/ERR1776599	S105_a_16S	CICRA	
ERR1776824	SAMEA39884668	ERX1841817	PRJEB18780	1879010	Bacillota bacterium	48152	5322258;5893292	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/004/ERR1776824/ERR1776824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/004/ERR1776824/ERR1776824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776824/S3_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776824/S3_b_16S_R2.fastq.gz	13848251	ftp.sra.ebi.ac.uk/vol1/err/ERR177/004/ERR1776824	S3_b_16S	CICRA	
ERR1776169	SAMEA39998668	ERX1841162	PRJEB18780	1879010	Bacillota bacterium	0			ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776169/S55_a_WGS.fasta.gz			S55_a_WGS	CICRA	
ERR1776835	SAMEA39972418	ERX1841828	PRJEB18780	1879010	Bacillota bacterium	23343	2929388;3256520	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/005/ERR1776835/ERR1776835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/005/ERR1776835/ERR1776835_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776835/S44_c_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776835/S44_c_16S_R2.fastq.gz	7068163	ftp.sra.ebi.ac.uk/vol1/err/ERR177/005/ERR1776835	S44_c_16S	CICRA	
ERR1776601	SAMEA40107418	ERX1841594	PRJEB18780	1879010	Bacillota bacterium	21494	2841254;3062853	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/001/ERR1776601/ERR1776601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/001/ERR1776601/ERR1776601_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776601/S106_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776601/S106_a_16S_R2.fastq.gz	7016764	ftp.sra.ebi.ac.uk/vol1/err/ERR177/001/ERR1776601	S106_a_16S	CICRA	
ERR1776836	SAMEA39973168	ERX1841829	PRJEB18780	1879010	Bacillota bacterium	4992	686369;700772	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776836/ERR1776836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776836/ERR1776836_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776836/S45_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776836/S45_a_16S_R2.fastq.gz	1631323	ftp.sra.ebi.ac.uk/vol1/err/ERR177/006/ERR1776836	S45_a_16S	CICRA	
ERR1776170	SAMEA40000918	ERX1841163	PRJEB18780	1879010	Bacillota bacterium	0			ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776170/S56_a_WGS.fasta.gz			S56_a_WGS	CICRA	
ERR1776837	SAMEA39974668	ERX1841830	PRJEB18780	1879010	Bacillota bacterium	11884	1358094;1410068	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776837/ERR1776837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776837/ERR1776837_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776837/S45_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776837/S45_b_16S_R2.fastq.gz	3380386	ftp.sra.ebi.ac.uk/vol1/err/ERR177/007/ERR1776837	S45_b_16S	CICRA	
ERR1776608	SAMEA40112668	ERX1841601	PRJEB18780	1879010	Bacillota bacterium	5368	708207;774308	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/008/ERR1776608/ERR1776608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/008/ERR1776608/ERR1776608_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776608/S109_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776608/S109_a_16S_R2.fastq.gz	1835868	ftp.sra.ebi.ac.uk/vol1/err/ERR177/008/ERR1776608	S109_a_16S	CICRA	
ERR1776838	SAMEA39975418	ERX1841831	PRJEB18780	1879010	Bacillota bacterium	19299	2400698;2601489	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/008/ERR1776838/ERR1776838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/008/ERR1776838/ERR1776838_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776838/S45_c_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776838/S45_c_16S_R2.fastq.gz	5748349	ftp.sra.ebi.ac.uk/vol1/err/ERR177/008/ERR1776838	S45_c_16S	CICRA	
ERR1776839	SAMEA39976168	ERX1841832	PRJEB18780	1879010	Bacillota bacterium	13391	1817079;1932299	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/009/ERR1776839/ERR1776839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/009/ERR1776839/ERR1776839_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776839/S46_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776839/S46_a_16S_R2.fastq.gz	4314743	ftp.sra.ebi.ac.uk/vol1/err/ERR177/009/ERR1776839	S46_a_16S	CICRA	
ERR1776172	SAMEA40005418	ERX1841165	PRJEB18780	1879010	Bacillota bacterium	0			ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776172/S58_a_WGS.fasta.gz			S58_a_WGS	CICRA	
ERR1776613	SAMEA40114918	ERX1841606	PRJEB18780	1879010	Bacillota bacterium	3731	491103;533854	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776613/ERR1776613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776613/ERR1776613_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776613/S110_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776613/S110_a_16S_R2.fastq.gz	1296853	ftp.sra.ebi.ac.uk/vol1/err/ERR177/003/ERR1776613	S110_a_16S	CICRA	
ERR1776845	SAMEA39982918	ERX1841838	PRJEB18780	1879010	Bacillota bacterium	12855	1670281;1974511	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/005/ERR1776845/ERR1776845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/005/ERR1776845/ERR1776845_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776845/S49_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776845/S49_a_16S_R2.fastq.gz	4108771	ftp.sra.ebi.ac.uk/vol1/err/ERR177/005/ERR1776845	S49_a_16S	CICRA	
ERR1776847	SAMEA39885418	ERX1841840	PRJEB18780	1879010	Bacillota bacterium	9753	1239304;1322789	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776847/ERR1776847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776847/ERR1776847_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776847/S4_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776847/S4_a_16S_R2.fastq.gz	3173891	ftp.sra.ebi.ac.uk/vol1/err/ERR177/007/ERR1776847	S4_a_16S	CICRA	
ERR1776849	SAMEA39887668	ERX1841842	PRJEB18780	1879010	Bacillota bacterium	22891	2946853;3381258	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/009/ERR1776849/ERR1776849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/009/ERR1776849/ERR1776849_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776849/S4_c_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776849/S4_c_16S_R2.fastq.gz	7168676	ftp.sra.ebi.ac.uk/vol1/err/ERR177/009/ERR1776849	S4_c_16S	CICRA	
ERR1776614	SAMEA40115668	ERX1841607	PRJEB18780	1879010	Bacillota bacterium	9079	1067987;1190378	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/004/ERR1776614/ERR1776614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/004/ERR1776614/ERR1776614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776614/S110_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776614/S110_b_16S_R2.fastq.gz	2699825	ftp.sra.ebi.ac.uk/vol1/err/ERR177/004/ERR1776614	S110_b_16S	CICRA	
ERR1776850	SAMEA39985168	ERX1841843	PRJEB18780	1879010	Bacillota bacterium	19419	2413853;2914204	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/000/ERR1776850/ERR1776850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/000/ERR1776850/ERR1776850_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776850/S50_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776850/S50_a_16S_R2.fastq.gz	6223827	ftp.sra.ebi.ac.uk/vol1/err/ERR177/000/ERR1776850	S50_a_16S	CICRA	
ERR1776175	SAMEA40009918	ERX1841168	PRJEB18780	1879010	Bacillota bacterium	0			ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776175/S60_a_WGS.fasta.gz			S60_a_WGS	CICRA	
ERR1776851	SAMEA39986668	ERX1841844	PRJEB18780	1879010	Bacillota bacterium	40195	4422949;5136580	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/001/ERR1776851/ERR1776851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/001/ERR1776851/ERR1776851_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776851/S50_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776851/S50_b_16S_R2.fastq.gz	11591455	ftp.sra.ebi.ac.uk/vol1/err/ERR177/001/ERR1776851	S50_b_16S	CICRA	
ERR1776617	SAMEA40117918	ERX1841610	PRJEB18780	1879010	Bacillota bacterium	11655	1392597;1528489	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776617/ERR1776617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776617/ERR1776617_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776617/S111_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776617/S111_b_16S_R2.fastq.gz	3440907	ftp.sra.ebi.ac.uk/vol1/err/ERR177/007/ERR1776617	S111_b_16S	CICRA	
ERR1776852	SAMEA39987418	ERX1841845	PRJEB18780	1879010	Bacillota bacterium	35463	4444386;5465547	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/002/ERR1776852/ERR1776852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/002/ERR1776852/ERR1776852_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776852/S51_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776852/S51_a_16S_R2.fastq.gz	11364724	ftp.sra.ebi.ac.uk/vol1/err/ERR177/002/ERR1776852	S51_a_16S	CICRA	
ERR1776176	SAMEA40012918	ERX1841169	PRJEB18780	1879010	Bacillota bacterium	0			ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776176/S61_a_WGS.fasta.gz			S61_a_WGS	CICRA	
ERR1776853	SAMEA39988918	ERX1841846	PRJEB18780	1879010	Bacillota bacterium	71363	8188500;9543417	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776853/ERR1776853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776853/ERR1776853_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776853/S51_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776853/S51_b_16S_R2.fastq.gz	20808716	ftp.sra.ebi.ac.uk/vol1/err/ERR177/003/ERR1776853	S51_b_16S	CICRA	
ERR1776618	SAMEA40118668	ERX1841611	PRJEB18780	1879010	Bacillota bacterium	12070	1668984;1808668	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/008/ERR1776618/ERR1776618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/008/ERR1776618/ERR1776618_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776618/S111_c_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776618/S111_c_16S_R2.fastq.gz	3733222	ftp.sra.ebi.ac.uk/vol1/err/ERR177/008/ERR1776618	S111_c_16S	CICRA	
ERR1776856	SAMEA39991918	ERX1841849	PRJEB18780	1879010	Bacillota bacterium	10162	1156618;1448016	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776856/ERR1776856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776856/ERR1776856_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776856/S52_c_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776856/S52_c_16S_R2.fastq.gz	3062736	ftp.sra.ebi.ac.uk/vol1/err/ERR177/006/ERR1776856	S52_c_16S	CICRA	
ERR1776858	SAMEA39994168	ERX1841851	PRJEB18780	1879010	Bacillota bacterium	7642	910904;1014842	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/008/ERR1776858/ERR1776858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/008/ERR1776858/ERR1776858_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776858/S53_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776858/S53_b_16S_R2.fastq.gz	2215842	ftp.sra.ebi.ac.uk/vol1/err/ERR177/008/ERR1776858	S53_b_16S	CICRA	
ERR1776178	SAMEA40018168	ERX1841171	PRJEB18780	1879010	Bacillota bacterium	0			ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776178/S63_a_WGS.fasta.gz			S63_a_WGS	CICRA	
ERR1776619	SAMEA40119418	ERX1841612	PRJEB18780	1879010	Bacillota bacterium	3707	517506;568452	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/009/ERR1776619/ERR1776619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/009/ERR1776619/ERR1776619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776619/S112_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776619/S112_a_16S_R2.fastq.gz	1304374	ftp.sra.ebi.ac.uk/vol1/err/ERR177/009/ERR1776619	S112_a_16S	CICRA	
ERR1776860	SAMEA39995668	ERX1841853	PRJEB18780	1879010	Bacillota bacterium	26753	3230724;3870947	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/000/ERR1776860/ERR1776860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/000/ERR1776860/ERR1776860_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776860/S54_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776860/S54_a_16S_R2.fastq.gz	8427872	ftp.sra.ebi.ac.uk/vol1/err/ERR177/000/ERR1776860	S54_a_16S	CICRA	
ERR1776862	SAMEA39997918	ERX1841855	PRJEB18780	1879010	Bacillota bacterium	17575	2170369;2627031	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/002/ERR1776862/ERR1776862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/002/ERR1776862/ERR1776862_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776862/S55_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776862/S55_a_16S_R2.fastq.gz	5644625	ftp.sra.ebi.ac.uk/vol1/err/ERR177/002/ERR1776862	S55_a_16S	CICRA	
ERR1776181	SAMEA40026418	ERX1841174	PRJEB18780	1879010	Bacillota bacterium	0			ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776181/S66_a_WGS.fasta.gz			S66_a_WGS	CICRA	
ERR1776863	SAMEA39999418	ERX1841856	PRJEB18780	1879010	Bacillota bacterium	33736	3975817;4514088	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776863/ERR1776863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776863/ERR1776863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776863/S55_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776863/S55_b_16S_R2.fastq.gz	9804345	ftp.sra.ebi.ac.uk/vol1/err/ERR177/003/ERR1776863	S55_b_16S	CICRA	
ERR1776624	SAMEA40123168	ERX1841617	PRJEB18780	1879010	Bacillota bacterium	5736	729054;807184	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/004/ERR1776624/ERR1776624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/004/ERR1776624/ERR1776624_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776624/S113_c_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776624/S113_c_16S_R2.fastq.gz	1785206	ftp.sra.ebi.ac.uk/vol1/err/ERR177/004/ERR1776624	S113_c_16S	CICRA	
ERR1776865	SAMEA40001668	ERX1841858	PRJEB18780	1879010	Bacillota bacterium	67453	6672243;8430129	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/005/ERR1776865/ERR1776865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/005/ERR1776865/ERR1776865_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776865/S56_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776865/S56_b_16S_R2.fastq.gz	19300045	ftp.sra.ebi.ac.uk/vol1/err/ERR177/005/ERR1776865	S56_b_16S	CICRA	
ERR1776187	SAMEA40038418	ERX1841180	PRJEB18780	1879010	Bacillota bacterium	0			ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776187/S71_a_WGS.fasta.gz			S71_a_WGS	CICRA	
ERR1776872	SAMEA39888418	ERX1841865	PRJEB18780	1879010	Bacillota bacterium	7100	889286;935997	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/002/ERR1776872/ERR1776872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/002/ERR1776872/ERR1776872_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776872/S5_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776872/S5_a_16S_R2.fastq.gz	2335063	ftp.sra.ebi.ac.uk/vol1/err/ERR177/002/ERR1776872	S5_a_16S	CICRA	
ERR1776626	SAMEA40124668	ERX1841619	PRJEB18780	1879010	Bacillota bacterium	15080	1613979;1959045	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776626/ERR1776626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776626/ERR1776626_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776626/S114_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776626/S114_b_16S_R2.fastq.gz	4350712	ftp.sra.ebi.ac.uk/vol1/err/ERR177/006/ERR1776626	S114_b_16S	CICRA	
